RawOrganizationKey,CorrelationID,EIN,TaxCode,IDFromNetwork,IDFromBuyer,DunsNumber,ComplianceVendorID,CompanyNumber,OrganizationName,CurrentAlternativeLegalName,Branch,RegisteredBusinessName,Address1,Address2,City,State,Zip,Country,CompanyGeoLatLong,PhoneNumber,FaxNumber,CompanyURL,DateOfCompanyRegistration,DateOfStartingOperation,TypeOfOwnership,ContactPersonName,ContactPersonEmail,ContactPersonPhone,ContactPersonName2,ContactPersonEmail2,ContactPersonPhone2,CompanyBusinessDescription,IndustryDescription,IndustryCode,BusinessClassification,NumberOfEmployees,Revenue,Certifications,CertificateOfInsurance,W9,F1099,ISOCertificates,SOC1Type2,IncorporationDocument,JurisdictionCode,NormalisedName,CompanyType,Nonprofit,CurrentStatus,DissolutionDate,BusinessNumber,CurrentAlternativeLegalNameLanguage,HomeJurisdictiontext,NativeCompanyNumber,PreviousName,AlternativeNames,RetrievedAt,RegistryUrl,RestrictedForMarketing,RegisteredAddressInFull,PrimaryUserID,CreatedDate,CreatedBy,CreatedByKey,ModifiedDate,ModifiedBy,ModifiedByKey,StreetAddress,Address3,SpendPurchaseAmount,PriorityLevel,ParentCompanyName,ParentCompanyAddress,ParentCompanyAddress1,ParentCompanyAddress2,ParentCompanyAddress3,ParentCompanyCity,ParentCompanyState,ParentCompanyCountry,ParentCompanyZip,TIN,VAT,RegistrationNumber,StreetAddress2,City2,State2,Country2,Zip2
5223504,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mastercard Inc,NULL,NULL,Mastercard Inc,200 Purchase St,NULL,Purchase,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,200 Purchase St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223505,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IBM Corp,NULL,NULL,IBM Corp,335 Barmore Rd,NULL,Lagrangeville,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,335 Barmore Rd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223506,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,World Wide Technology Inc,NULL,NULL,World Wide Technology Inc,1809 10th St,NULL,Plano,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1809 10th St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223507,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Microsoft Corp,NULL,NULL,Microsoft Corp,1512 18th Ave,NULL,Seattle,WA,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1512 18th Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223508,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mastercard Inc,NULL,NULL,Mastercard Inc,200 Purchase St,NULL,Purchase,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,200 Purchase St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223509,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IBM Corp,NULL,NULL,IBM Corp,335 Barmore Rd,NULL,Lagrangeville,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,335 Barmore Rd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223510,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,World Wide Technology Inc,NULL,NULL,World Wide Technology Inc,1809 10th St,NULL,Plano,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1809 10th St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223511,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dell Marketing LP,NULL,NULL,Dell Marketing LP,1 Dell Way,NULL,Round Rock,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1 Dell Way,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223512,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Secureworks Inc,NULL,NULL,Secureworks Inc,NULL,NULL,Atlanta,GA,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223513,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Integrated Research Inc,NULL,NULL,Integrated Research Inc,7600 E Eastman Ave,NULL,Denver,CO,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,7600 E Eastman Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223514,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ims Health Inc,NULL,NULL,Ims Health Inc,81 9 Pkwy N,NULL,Deerfield,IL,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,81 9 Pkwy N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223515,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,McGladrey LLP,NULL,NULL,McGladrey LLP,1185 Avenue Of The Americas,NULL,New York,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1185 Avenue Of The Americas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223516,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chapel Steel,NULL,NULL,Chapel Steel,26400 Richmond Rd,NULL,Bedford,OH,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,26400 Richmond Rd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223517,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irmco,NULL,NULL,Irmco,NULL,NULL,Arlington,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223518,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Verizon Wireless,NULL,NULL,Verizon Wireless,13020 Worth Ave,NULL,Woodbridge,VA,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,13020 Worth Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223519,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Microsoft Corp,NULL,NULL,Microsoft Corp,1512 18th Ave,NULL,Seattle,WA,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1512 18th Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223520,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mastercard Inc,NULL,NULL,Mastercard Inc,200 Purchase St,NULL,Purchase,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,200 Purchase St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223521,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IBM Corp,NULL,NULL,IBM Corp,335 Barmore Rd,NULL,Lagrangeville,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,335 Barmore Rd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223522,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,World Wide Technology Inc,NULL,NULL,World Wide Technology Inc,1809 10th St,NULL,Plano,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1809 10th St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223523,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dell Marketing LP,NULL,NULL,Dell Marketing LP,1 Dell Way,NULL,Round Rock,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1 Dell Way,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223524,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Secureworks Inc,NULL,NULL,Secureworks Inc,NULL,NULL,Atlanta,GA,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223525,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Integrated Research Inc,NULL,NULL,Integrated Research Inc,7600 E Eastman Ave,NULL,Denver,CO,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,7600 E Eastman Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223526,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ims Health Inc,NULL,NULL,Ims Health Inc,81 9 Pkwy N,NULL,Deerfield,IL,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,81 9 Pkwy N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223527,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,McGladrey LLP,NULL,NULL,McGladrey LLP,1185 Avenue Of The Americas,NULL,New York,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1185 Avenue Of The Americas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223528,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chapel Steel,NULL,NULL,Chapel Steel,26400 Richmond Rd,NULL,Bedford,OH,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,26400 Richmond Rd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223529,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irmco,NULL,NULL,Irmco,NULL,NULL,Arlington,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223530,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Verizon Wireless,NULL,NULL,Verizon Wireless,13020 Worth Ave,NULL,Woodbridge,VA,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,13020 Worth Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223531,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Microsoft Corp,NULL,NULL,Microsoft Corp,1512 18th Ave,NULL,Seattle,WA,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1512 18th Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223532,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mastercard Inc,NULL,NULL,Mastercard Inc,200 Purchase St,NULL,Purchase,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,200 Purchase St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223533,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IBM Corp,NULL,NULL,IBM Corp,335 Barmore Rd,NULL,Lagrangeville,NY,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,335 Barmore Rd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223534,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,World Wide Technology Inc,NULL,NULL,World Wide Technology Inc,1809 10th St,NULL,Plano,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1809 10th St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5223535,ashish_2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dell Marketing LP,NULL,NULL,Dell Marketing LP,1 Dell Way,NULL,Round Rock,TX,NULL,US,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,20:23.1,TradeDirectoryDBAdmin,NULL,1 Dell Way,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
